代碼,圖示,英文,中文,屬性,職業,天生星,覺醒,收錄,強度,滿HP,滿ATK,滿DEF,SPD,暴率,暴傷,抵抗,命中,取得方式
18502,unit_icon_0030_1_3.png,Beast Hunter,,火,攻擊,3,未覺醒,可召喚,C,8070,626,483,99,15,50,15,0,Secret Dungeon / Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
18503,unit_icon_0030_2_3.png,Beast Hunter,,風,攻擊,3,未覺醒,可召喚,C,8235,604,494,99,15,50,15,0,Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
18504,unit_icon_0030_3_3.png,Beast Hunter,,光,攻擊,3,未覺醒,可召喚,C,8730,560,505,99,15,50,15,0,Scroll of Light and Darkness
18505,unit_icon_0030_4_3.png,Beast Hunter,,暗,攻擊,3,未覺醒,可召喚,C,8565,615,461,99,15,50,15,0,Scroll of Light and Darkness
17401,unit_icon_0027_0_0.png,Beast Monk,,水,體力,5,未覺醒,可召喚,A,11850,604,582,100,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
17402,unit_icon_0027_1_0.png,Beast Monk,,火,體力,5,未覺醒,可召喚,B,11535,571,637,100,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
17403,unit_icon_0027_2_0.png,Beast Monk,,風,體力,5,未覺醒,可召喚,B,11205,626,604,100,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
17404,unit_icon_0027_3_0.png,Beast Monk,,光,體力,5,未覺醒,可召喚,B,11370,571,648,100,15,50,15,0,Scroll of Light and Darkness
17405,unit_icon_0027_4_0.png,Beast Monk,,暗,體力,5,未覺醒,可召喚,B,11700,637,560,100,15,50,15,0,Scroll of Light and Darkness
23501,unit_icon_0053_0_4.png,Beast Rider,,水,攻擊,5,未覺醒,可召喚,B,9225,758,604,107,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
23601,unit_icon_0053_0_3.png,Beast Rider,,水,攻擊,5,未覺醒,非常駐,B,9225,758,604,107,15,50,15,0,
23502,unit_icon_0053_1_4.png,Beast Rider,,火,攻擊,5,未覺醒,可召喚,B,10215,714,582,107,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
23602,unit_icon_0053_1_3.png,Beast Rider,,火,攻擊,5,未覺醒,非常駐,B,10215,714,582,107,15,50,15,0,
23503,unit_icon_0053_2_4.png,Beast Rider,,風,攻擊,5,未覺醒,可召喚,B,10215,703,593,107,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
23603,unit_icon_0053_2_3.png,Beast Rider,,風,攻擊,5,未覺醒,非常駐,B,10215,703,593,107,15,50,15,0,
23504,unit_icon_0053_3_4.png,Beast Rider,,光,攻擊,5,未覺醒,可召喚,B,9555,758,582,107,15,50,15,0,Scroll of Light and Darkness
23604,unit_icon_0053_3_3.png,Beast Rider,,光,攻擊,5,未覺醒,非常駐,B,9555,758,582,107,15,50,15,0,
23505,unit_icon_0053_4_4.png,Beast Rider,,暗,攻擊,5,未覺醒,可召喚,B,9555,780,560,107,15,50,15,0,Scroll of Light and Darkness
23605,unit_icon_0053_4_3.png,Beast Rider,,暗,攻擊,5,未覺醒,非常駐,B,9555,780,560,107,15,50,15,0,
23115,unit_icon_0052_4_4.png,Beelzebub,別西卜,暗,攻擊,5,覺醒,可召喚,S,10050,878,593,104,30,50,15,0,Scroll of Light and Darkness
32301,unit_icon_0177_0_1.png,Beetle Guardian,,水,防禦,5,未覺醒,可召喚,B,10380,516,769,101,15,50,15,0,
32302,unit_icon_0177_0_2.png,Beetle Guardian,,火,防禦,5,未覺醒,可召喚,B,10545,527,747,101,15,50,15,0,
32303,unit_icon_0177_0_3.png,Beetle Guardian,,風,防禦,5,未覺醒,可召喚,B,10710,538,725,101,15,50,15,0,
32304,unit_icon_0177_0_4.png,Beetle Guardian,,光,防禦,5,未覺醒,可召喚,B,10050,527,780,101,15,50,15,0,
32305,unit_icon_0177_0_5.png,Beetle Guardian,,暗,防禦,5,未覺醒,可召喚,B,10050,516,790,101,15,50,15,0,
23111,unit_icon_0052_0_4.png,Belial,,水,攻擊,5,覺醒,可召喚,B,10545,823,615,104,30,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
21915,unit_icon_0045_4_1.png,Belita,,暗,攻擊,4,覺醒,可召喚,B,8895,790,593,103,15,50,15,0,Scroll of Light and Darkness
22915,unit_icon_0049_4_4.png,Bella,,暗,攻擊,5,覺醒,可召喚,A,9720,812,681,103,15,50,15,0,Scroll of Light and Darkness
11014,unit_icon_0003_3_4.png,Belladeon,,光,防禦,3,覺醒,可召喚,S,9885,472,681,108,15,50,15,0,Secret Dungeon / Scroll of Light and Darkness
11034,unit_icon_0051_3_3.png,Belladeon,,光,防禦,3,二次覺醒,可召喚,S,10710,571,747,108,15,50,15,0,Secret Dungeon / Scroll of Light and Darkness
22212,unit_icon_0046_1_2.png,Bellenus,,火,防禦,5,覺醒,可召喚,B,10215,703,758,102,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
22312,unit_icon_0052_1_0.png,Bellenus,,火,防禦,5,未覺醒,非常駐,B,10215,703,758,102,15,50,15,0,
25714,unit_icon_0080_1_4.png,Benedict,,光,攻擊,5,覺醒,可召喚,B,10050,845,626,102,30,50,15,0,
24912,unit_icon_0065_1_2.png,Berenice,,火,支援,4,覺醒,可召喚,B,10875,703,549,105,15,50,15,25,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
28214,unit_icon_0117_1_4.png,Berghild,,光,攻擊,5,覺醒,可召喚,B,10050,867,604,118,15,50,15,0,
18115,unit_icon_0029_4_1.png,Bering,,暗,攻擊,4,覺醒,可召喚,B,9225,790,571,101,15,50,15,0,Scroll of Light and Darkness
24612,unit_icon_0067_1_2.png,Bernadotte,,火,攻擊,5,覺醒,可召喚,B,10050,834,637,103,15,50,15,25,
11513,unit_icon_0005_2_4.png,Bernard,,風,支援,3,覺醒,可召喚,S,10380,417,703,111,15,50,15,0,Tamor Desert / Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
11533,unit_icon_0055_0_2.png,Bernard,,風,支援,3,二次覺醒,可召喚,S,11370,549,725,111,15,50,15,0,Tamor Desert / Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
17911,unit_icon_0023_0_1.png,Beth,,水,攻擊,5,覺醒,可召喚,B,10215,834,626,104,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
15415,unit_icon_0020_4_3.png,Bethony,,暗,攻擊,4,覺醒,可召喚,B,9060,922,450,120,15,50,15,0,Scroll of Light and Darkness
19615,unit_icon_0035_4_0.png,Betta,,暗,支援,4,覺醒,可召喚,B,11205,516,714,110,15,50,15,0,Scroll of Light and Darkness
29714,unit_icon_0151_1_4.png,Birgitta,,光,攻擊,5,覺醒,可召喚,B,10380,845,604,106,30,50,15,0,
26011,unit_icon_0085_1_1.png,Birman,,水,體力,4,覺醒,可召喚,B,12180,615,549,115,15,50,15,0,
27001,unit_icon_0100_0_1.png,Black Tea Bunny,,水,攻擊,4,未覺醒,可召喚,C,9225,703,494,100,15,50,15,0,
27002,unit_icon_0100_0_2.png,Black Tea Bunny,,火,攻擊,4,未覺醒,可召喚,C,8730,736,494,100,15,50,15,0,
27003,unit_icon_0100_0_3.png,Black Tea Bunny,,風,攻擊,4,未覺醒,可召喚,C,8565,714,527,100,15,50,15,0,
27004,unit_icon_0100_0_4.png,Black Tea Bunny,,光,攻擊,4,未覺醒,可召喚,C,9060,714,494,100,15,50,15,0,
27005,unit_icon_0100_0_5.png,Black Tea Bunny,,暗,攻擊,4,未覺醒,可召喚,C,8565,725,516,100,15,50,15,0,
32403,unit_icon_0183_1_3.png,Black Tortoise Champion,,風,防禦,5,未覺醒,非常駐,B,9555,593,747,98,15,50,15,0,
32413,unit_icon_0183_1_3.png,Black Tortoise Champion,,風,防禦,5,覺醒,可召喚,B,10380,626,823,99,15,50,15,25,
24901,unit_icon_0065_0_1.png,Blade Dancer,,水,攻擊,4,未覺醒,可召喚,C,9225,703,494,104,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
24902,unit_icon_0065_0_2.png,Blade Dancer,,火,支援,4,未覺醒,可召喚,C,10215,615,516,104,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
24903,unit_icon_0065_0_3.png,Blade Dancer,,風,攻擊,4,未覺醒,可召喚,C,9225,659,538,104,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
24904,unit_icon_0065_0_4.png,Blade Dancer,,光,攻擊,4,未覺醒,可召喚,C,9555,670,505,104,15,50,15,0,Scroll of Light and Darkness
24905,unit_icon_0065_0_5.png,Blade Dancer,,暗,支援,4,未覺醒,可召喚,C,9390,615,571,104,15,50,15,0,Scroll of Light and Darkness
28612,unit_icon_0127_1_2.png,Bloodya,布拉迪雅,火,攻擊,5,覺醒,可召喚,B,10050,845,626,101,30,50,15,0,
14211,unit_icon_0019_0_0.png,Blue Angelmon,,水,素材,1,覺醒,可召喚,D,165,11,11,0,0,0,0,0,Angel Garden / Hall of Water / Glory Shop
18211,unit_icon_0030_0_2.png,Blue King Angelmon,,水,素材,1,覺醒,可召喚,D,165,11,11,0,0,0,0,0,In-App Purchase / World Boss
22611,unit_icon_0047_0_2.png,Bolverk,布爾維克,水,體力,5,覺醒,可召喚,A,12180,725,604,102,15,50,15,25,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
26015,unit_icon_0085_1_5.png,Bombay,,暗,體力,4,覺醒,可召喚,B,11850,670,516,100,30,50,15,0,
22001,unit_icon_0045_0_2.png,Boomerang Warrior,,水,攻擊,4,未覺醒,可召喚,S,8400,703,549,100,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
22002,unit_icon_0045_1_2.png,Boomerang Warrior,,火,攻擊,4,未覺醒,可召喚,C,8730,670,560,100,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
22003,unit_icon_0045_2_2.png,Boomerang Warrior,,風,攻擊,4,未覺醒,可召喚,C,8565,681,560,100,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
22004,unit_icon_0045_3_2.png,Boomerang Warrior,,光,攻擊,4,未覺醒,可召喚,C,8400,659,593,100,15,50,15,0,Scroll of Light and Darkness
22005,unit_icon_0045_4_2.png,Boomerang Warrior,,暗,攻擊,4,未覺醒,可召喚,C,8235,703,560,100,15,50,15,0,Scroll of Light and Darkness
24711,unit_icon_0068_1_1.png,Borgnine,,水,體力,5,覺醒,可召喚,B,12180,714,615,101,15,50,40,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
15601,unit_icon_0021_0_1.png,Bounty Hunter,,水,攻擊,3,未覺醒,可召喚,C,7575,582,560,94,15,50,15,0,Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
15602,unit_icon_0021_1_1.png,Bounty Hunter,,火,攻擊,3,未覺醒,可召喚,C,7905,571,549,94,15,50,15,0,Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
15603,unit_icon_0021_2_1.png,Bounty Hunter,,風,攻擊,3,未覺醒,可召喚,C,7245,593,571,94,15,50,15,0,Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
15604,unit_icon_0021_3_1.png,Bounty Hunter,,光,攻擊,3,未覺醒,可召喚,C,8070,560,549,94,15,50,15,0,Scroll of Light and Darkness
15605,unit_icon_0021_4_1.png,Bounty Hunter,,暗,攻擊,3,未覺醒,可召喚,C,7905,593,527,94,15,50,15,0,Scroll of Light and Darkness
18912,unit_icon_0033_1_3.png,Brandia,,火,攻擊,5,覺醒,可召喚,B,10545,823,615,111,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
10812,unit_icon_0003_1_0.png,Bremis,,火,攻擊,2,覺醒,可召喚,D,7740,637,494,107,15,50,15,0,Vrofagus Ruins / Magic Shop / Unknown Scroll or Social Summon
16213,unit_icon_0024_2_3.png,Briand,,風,體力,4,覺醒,可召喚,B,12840,527,593,116,15,50,15,0,Guild Shop / Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
19414,unit_icon_0034_3_0.png,Brig,,光,攻擊,4,覺醒,可召喚,B,9390,790,560,108,15,50,15,0,Scroll of Light and Darkness
28211,unit_icon_0117_1_1.png,Brita,,水,支援,5,覺醒,可召喚,B,10050,736,736,103,15,50,15,25,
18001,unit_icon_0028_0_3.png,Brownie Magician,,水,支援,4,未覺醒,可召喚,C,9225,582,615,105,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
18002,unit_icon_0028_1_3.png,Brownie Magician,,火,支援,4,未覺醒,可召喚,C,9390,582,604,105,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
18003,unit_icon_0028_2_3.png,Brownie Magician,,風,攻擊,4,未覺醒,可召喚,C,9060,593,615,105,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
18004,unit_icon_0028_3_3.png,Brownie Magician,,光,攻擊,4,未覺醒,可召喚,C,8730,615,615,105,15,50,15,0,Scroll of Light and Darkness
18005,unit_icon_0028_4_3.png,Brownie Magician,,暗,支援,4,未覺醒,可召喚,C,8895,593,626,105,15,50,15,0,Scroll of Light and Darkness
20812,unit_icon_0039_1_4.png,Bulldozer,,火,體力,3,覺醒,可召喚,C,10050,527,615,98,30,50,15,0,Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
20832,unit_icon_0126_3_2.png,Bulldozer,,火,體力,3,二次覺醒,可召喚,B,11205,593,692,98,30,50,15,0,
17712,unit_icon_0027_1_4.png,Burentau,,火,體力,3,覺醒,可召喚,C,9720,615,549,99,15,50,15,0,Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
28913,unit_icon_0133_1_3.png,Byungchul,,風,體力,5,覺醒,可召喚,B,12840,714,571,96,15,50,40,0,
14715,unit_icon_0016_4_2.png,Cadiz,加德斯,暗,攻擊,5,覺醒,可召喚,B,11205,856,538,99,15,50,15,0,Scroll of Light and Darkness
10912,unit_icon_0003_1_2.png,Cahule,,火,支援,2,覺醒,可召喚,D,5595,659,615,93,15,50,15,0,Secret Dungeon / Unknown Scroll or Social Summon
19515,unit_icon_0034_4_2.png,Calicus,,暗,攻擊,3,覺醒,可召喚,C,9720,670,494,105,15,50,15,0,Scroll of Light and Darkness
10315,unit_icon_0001_4_0.png,Camaryn,,暗,攻擊,2,覺醒,可召喚,D,7410,703,450,111,15,50,15,0,Secret Dungeon
10335,unit_icon_0051_4_1.png,Camaryn,,暗,攻擊,2,二次覺醒,可召喚,D,9390,801,604,111,15,50,15,0,Secret Dungeon
13811,unit_icon_0014_0_2.png,Camilla,卡蜜拉,水,體力,5,覺醒,可召喚,B,12015,714,626,101,30,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
10815,unit_icon_0003_4_0.png,Camules,,暗,攻擊,3,覺醒,可召喚,B,8565,747,494,122,15,50,15,0,Scroll of Light and Darkness
22901,unit_icon_0049_0_3.png,Cannon Girl,,水,攻擊,4,未覺醒,可召喚,C,8730,637,593,102,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
22902,unit_icon_0049_1_3.png,Cannon Girl,,火,攻擊,4,未覺醒,可召喚,C,8895,615,604,102,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
22904,unit_icon_0049_3_3.png,Cannon Girl,,光,攻擊,4,未覺醒,可召喚,C,9060,626,582,102,15,50,15,0,Scroll of Light and Darkness
22903,unit_icon_0049_2_3.png,Cannon Girl,,風,攻擊,5,未覺醒,可召喚,B,9555,692,648,102,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
22905,unit_icon_0049_4_3.png,Cannon Girl,,暗,攻擊,5,未覺醒,可召喚,A,9225,714,648,102,15,50,15,0,Scroll of Light and Darkness
22713,unit_icon_0048_2_1.png,Carbine,,風,攻擊,4,覺醒,可召喚,B,8895,747,637,112,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
22813,unit_icon_0048_2_1.png,Carbine,,風,攻擊,4,未覺醒,非常駐,B,8895,747,637,112,15,50,15,0,
22712,unit_icon_0048_1_1.png,Carcano,,火,攻擊,4,覺醒,可召喚,B,9225,758,604,112,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
22812,unit_icon_0048_1_1.png,Carcano,,火,攻擊,4,未覺醒,非常駐,B,9225,758,604,112,15,50,15,0,
25712,unit_icon_0080_1_2.png,Carlos,卡爾洛斯,火,攻擊,5,覺醒,可召喚,B,10215,823,637,102,30,50,15,0,
30112,unit_icon_0145_1_2.png,Carmella,,火,攻擊,4,覺醒,可召喚,B,10050,747,560,104,15,50,15,0,
19412,unit_icon_0034_1_0.png,Carrack,,火,攻擊,4,覺醒,可召喚,B,10545,823,450,108,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
19315,unit_icon_0032_4_4.png,Cassie,,暗,攻擊,3,覺醒,可召喚,C,8565,769,472,102,30,50,15,0,Special Event
24815,unit_icon_0064_1_5.png,Cayde,,暗,防禦,4,覺醒,可召喚,B,9555,604,736,101,15,50,15,0,Scroll of Light and Darkness
34011,unit_icon_0192_1_1.png,Cecilia,,水,攻擊,5,覺醒,可召喚,B,10710,823,604,99,15,50,15,25,
29915,unit_icon_0153_1_5.png,Celestara,,暗,攻擊,5,覺醒,可召喚,B,10050,889,582,101,30,50,15,0,
21414,unit_icon_0043_3_2.png,Celia,,光,支援,5,覺醒,可召喚,B,11700,626,736,113,15,50,15,0,Scroll of Light and Darkness
25813,unit_icon_0081_1_3.png,Celine,,風,支援,4,覺醒,可召喚,B,11040,582,659,103,15,50,15,0,
34101,unit_icon_0193_0_1.png,Centaur Knight,,水,攻擊,4,未覺醒,可召喚,C,8895,681,538,103,15,50,15,0,
34102,unit_icon_0193_0_2.png,Centaur Knight,,火,攻擊,4,未覺醒,可召喚,C,8565,692,549,103,15,50,15,0,
34103,unit_icon_0193_0_3.png,Centaur Knight,,風,攻擊,4,未覺醒,可召喚,C,8235,736,527,103,15,50,15,0,
34104,unit_icon_0193_0_4.png,Centaur Knight,,光,攻擊,4,未覺醒,可召喚,C,8895,714,505,103,15,50,15,0,
34105,unit_icon_0193_0_5.png,Centaur Knight,,暗,攻擊,4,未覺醒,可召喚,C,8565,714,527,103,15,50,15,0,
14912,unit_icon_0018_1_0.png,Ceres,,火,攻擊,3,覺醒,可召喚,B,10050,801,340,102,15,50,15,0,Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
13215,unit_icon_0013_4_1.png,Chacha,,暗,支援,2,覺醒,可召喚,D,8400,549,538,99,15,50,15,0,Secret Dungeon
13235,unit_icon_0070_3_4.png,Chacha and Friends,,暗,支援,2,二次覺醒,可召喚,D,10380,659,681,99,15,50,15,0,Secret Dungeon
28313,unit_icon_0118_1_3.png,Chakra,沙克拉,風,攻擊,5,覺醒,可召喚,B,10215,867,593,106,15,50,15,0,
28413,unit_icon_0118_2_3.png,Chakra,,風,攻擊,5,未覺醒,非常駐,B,10215,867,593,106,15,50,15,0,
21901,unit_icon_0045_0_0.png,Chakram Dancer,,水,攻擊,4,未覺醒,可召喚,C,8565,692,549,102,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
21902,unit_icon_0045_1_0.png,Chakram Dancer,,火,攻擊,4,未覺醒,可召喚,C,8400,670,582,102,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
21903,unit_icon_0045_2_0.png,Chakram Dancer,,風,攻擊,4,未覺醒,可召喚,C,8565,681,560,102,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
21904,unit_icon_0045_3_0.png,Chakram Dancer,,光,攻擊,4,未覺醒,可召喚,C,8730,648,582,102,15,50,15,0,Scroll of Light and Darkness
21905,unit_icon_0045_4_0.png,Chakram Dancer,,暗,攻擊,4,未覺醒,可召喚,C,8400,703,549,102,15,50,15,0,Scroll of Light and Darkness
11214,unit_icon_0004_3_3.png,Chamie,,光,攻擊,4,覺醒,可召喚,B,10380,747,538,102,15,50,15,0,Scroll of Light and Darkness
27013,unit_icon_0100_1_3.png,Chamomile,,風,攻擊,4,覺醒,可召喚,B,9060,801,571,101,30,50,15,0,
17411,unit_icon_0027_0_1.png,Chandra,詹德拉,水,體力,5,覺醒,可召喚,A,13170,604,659,101,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
19501,unit_icon_0034_0_1.png,Charger Shark,,水,攻擊,3,未覺醒,可召喚,C,8565,593,483,104,15,50,15,0,Water Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
19502,unit_icon_0034_1_1.png,Charger Shark,,火,體力,3,未覺醒,可召喚,C,8565,549,527,104,15,50,15,0,Fire Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
19503,unit_icon_0034_2_1.png,Charger Shark,,風,體力,3,未覺醒,可召喚,C,8565,560,516,104,15,50,15,0,Guild Shop / Wind Scroll / Mystical Scroll or Crystal Summon / Unknown Scroll or Social Summon
19504,unit_icon_0034_3_1.png,Charger Shark,,光,攻擊,3,未覺醒,可召喚,C,8565,604,472,104,15,50,15,0,Scroll of Light and Darkness
19505,unit_icon_0034_4_1.png,Charger Shark,,暗,攻擊,3,未覺醒,可召喚,C,8565,615,461,104,15,50,15,0,Scroll of Light and Darkness
16113,unit_icon_0022_2_4.png,Charlotte,夏洛特,風,攻擊,5,覺醒,可召喚,A,10380,845,604,105,15,50,15,25,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
18313,unit_icon_0029_2_3.png,Chasun,,風,支援,4,覺醒,可召喚,S,11040,659,582,101,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
23713,unit_icon_0056_1_3.png,Cheongpung,,風,攻擊,5,覺醒,可召喚,B,10545,867,571,102,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
10314,unit_icon_0001_3_0.png,Cheryl,,光,支援,2,覺醒,可召喚,D,8400,582,505,111,15,50,15,0,Secret Dungeon
10334,unit_icon_0051_3_1.png,Cheryl,,光,支援,2,二次覺醒,可召喚,D,10710,659,659,111,15,50,15,0,Secret Dungeon
13213,unit_icon_0013_2_1.png,Chichi,,風,支援,2,覺醒,可召喚,D,7905,516,604,99,15,50,15,0,Magic Shop / Secret Dungeon / Unknown Scroll or Social Summon
13233,unit_icon_0070_3_2.png,Chichi and Friends,,風,支援,2,二次覺醒,可召喚,D,9555,626,769,99,15,50,15,0,Magic Shop / Secret Dungeon / Unknown Scroll or Social Summon
20711,unit_icon_0040_0_1.png,Chilling,,水,攻擊,4,覺醒,可召喚,A,9225,736,626,101,15,50,15,0,Guild Shop / Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
14601,unit_icon_0011_0_0.png,Chimera,,水,攻擊,5,未覺醒,可召喚,B,10710,714,549,94,15,50,15,0,Legendary Scroll / Water Scroll / Mystical Scroll or Crystal Summon
14602,unit_icon_0011_1_0.png,Chimera,,火,體力,5,未覺醒,可召喚,B,10545,615,659,94,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
14603,unit_icon_0011_2_0.png,Chimera,,風,攻擊,5,未覺醒,可召喚,B,11535,626,582,94,15,50,15,0,Legendary Scroll / Wind Scroll / Mystical Scroll or Crystal Summon
14604,unit_icon_0011_3_0.png,Chimera,,光,攻擊,5,未覺醒,可召喚,B,9390,714,637,94,15,50,15,0,Scroll of Light and Darkness
14605,unit_icon_0011_4_0.png,Chimera,,暗,攻擊,5,未覺醒,可召喚,B,10215,659,637,94,15,50,15,0,Scroll of Light and Darkness
34114,unit_icon_0193_1_4.png,Chiron,,光,攻擊,4,覺醒,可召喚,B,9720,780,549,104,15,50,15,0,
18612,unit_icon_0031_1_1.png,Chiwu,蚩尤,火,體力,5,覺醒,可召喚,B,12180,780,549,103,15,50,15,25,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
15312,unit_icon_0020_1_1.png,Chloe,,火,支援,4,覺醒,可召喚,B,11700,549,648,111,15,50,15,0,Legendary Scroll / Fire Scroll / Mystical Scroll or Crystal Summon
27101,unit_icon_0098_0_1.png,Choco Knight,,水,攻擊,4,未覺醒,可召喚,C,9060,670,538,102,15,50,15,0,
27102,unit_icon_0098_0_2.png,Choco Knight,,火,攻擊,4,未覺醒,可召喚,C,8895,659,560,102,15,50,15,0,
27103,unit_icon_0098_0_3.png,Choco Knight,,風,體力,4,未覺醒,可召喚,C,9885,604,549,102,15,50,15,0,
27104,unit_icon_0098_0_4.png,Choco Knight,,光,攻擊,4,未覺醒,可召喚,C,8730,681,549,102,15,50,15,0,
